headline,text,label
"First on CNN: US considers dramatically expanding training of Ukrainian forces, US officials say","The Biden administration is considering a dramatic expansion in the training the US military provides to Ukrainian forces, including instructing as many as 2,500 Ukrainian soldiers a month at a US base in Germany, according to multiple US officials.",national
TikTok makes clear European data can be accessed by China-based employees | CNN Business,"TikTok updated its privacy policies for European users on Tuesday, adding explicit disclosures that personal data from the app may be viewed by employees in China.",national
How the 'world's most famous football' became a 'gift from God' for former referee Ali Bin Nasser,"The two goals are perhaps as famous as each other -- the first fabled for its audacity and guile, the second for its brilliant, breathtaking skill.",national
The US-China chip war is spilling over to Europe,"Two European chip deals have run into trouble over their links with China, a sign of concern spreading in the West over potential Chinese control of critical infrastructure.",national
The woman aiming to be the youngest to travel the world by motorcycle,"Bridget McCutchen, who recently turned 22, set off from the US in August in a bid to beat the record for the youngest person to circumnavigate the globe on a motorcycle.",national
Experimental drug appears to slow progression of Alzheimer's disease in clinical trial but raises safety concerns | CNN,"The experimental drug lecanemab shows ""potential"" as an Alzheimer's disease treatment, according to new Phase 3 trial results, but the findings raise some safety concerns because of its association with certain serious adverse events.",national
Why Arabs and Muslims feel stung by coverage of the Qatar World Cup,This year's World Cup is certainly like no other before it. It is the first to be held in a Muslim country and Qatar has gone a long way to give the event a distinctly Arab and Muslim flavor.,national
Lab-made 'magic mushroom' improved depression in 3 weeks in large study | CNN,"A single treatment of synthetic psilocybin, the mind-altering ingredient in magic mushrooms, improved mood in people with treatment-resistant depression within three weeks, new company-sponsored research found.",national
"After conquering music world, rapper Stormzy targets racial inequality in football",Premier League clubs Manchester United and Fulham are among the organizations that are partnering with rapper Stormzy's Merky FC to improve diversity and representation at all levels of the football industry.,national
2022 In Review Fast Facts,Read CNN's Fast Facts to learn more about the events of 2022.,national
Scotland blocked from holding independence vote by UK's Supreme Court,"Britain's Supreme Court has ruled that Scotland's government cannot unilaterally hold a second referendum on whether to secede from the United Kingdom, in a blow to independence campaigners that will be welcomed by Westminster's pro-union establishment.",national
"Flossie, the world's oldest living cat, is nearly 27 years old","Flossie, at the age of almost 27 -- which is the feline equivalent of being 120 human years old, according to Guinness World Records -- has been crowned the world's oldest living cat.",national
Remembrance Sunday: For one dissenting voice this is his most dangerous day,"For footballer James McClean, Remembrance Sunday is arguably his most difficult day of the year.",national
